iter,fitness,time,XPL,XPT,DIV
102,523.0,1.989,1.63,98.37,0.008
103,523.0,2.161,1.63,98.37,0.008
104,523.0,2.134,1.63,98.37,0.008
105,523.0,2.258,1.63,98.37,0.008
106,523.0,2.078,1.63,98.37,0.008
107,523.0,2.565,1.63,98.37,0.008
108,523.0,2.306,1.63,98.37,0.008
109,523.0,2.076,1.63,98.37,0.008
110,523.0,2.361,1.63,98.37,0.008
111,523.0,2.169,1.63,98.37,0.008
112,523.0,2.341,1.63,98.37,0.008
113,523.0,2.847,1.63,98.37,0.008
114,523.0,2.469,1.63,98.37,0.008
115,523.0,3.02,1.63,98.37,0.008
116,523.0,3.537,1.63,98.37,0.008
117,523.0,4.52,1.63,98.37,0.008
118,523.0,3.206,1.63,98.37,0.008
119,523.0,2.678,1.63,98.37,0.008
120,523.0,2.509,1.63,98.37,0.008
121,523.0,1.986,1.84,98.16,0.009
122,523.0,2.397,1.84,98.16,0.009
123,523.0,2.283,1.84,98.16,0.009
124,523.0,2.794,1.63,98.37,0.008
125,523.0,2.612,1.63,98.37,0.008
126,523.0,2.558,1.63,98.37,0.008
127,523.0,2.122,1.63,98.37,0.008
128,523.0,2.111,1.63,98.37,0.008
129,523.0,2.554,1.63,98.37,0.008
130,523.0,2.944,1.63,98.37,0.008
131,523.0,2.76,1.63,98.37,0.008
132,523.0,2.171,1.63,98.37,0.008
133,523.0,2.691,1.63,98.37,0.008
134,523.0,2.027,1.63,98.37,0.008
135,523.0,2.2,1.63,98.37,0.008
136,523.0,2.233,1.63,98.37,0.008
137,523.0,2.099,1.63,98.37,0.008
138,523.0,2.064,1.63,98.37,0.008
139,523.0,2.007,1.63,98.37,0.008
140,523.0,2.354,1.63,98.37,0.008
141,523.0,2.021,1.63,98.37,0.008
142,523.0,2.303,1.63,98.37,0.008
143,523.0,2.088,1.63,98.37,0.008
144,523.0,2.234,1.63,98.37,0.008
145,523.0,2.103,1.63,98.37,0.008
146,523.0,1.995,1.63,98.37,0.008
147,523.0,2.004,1.63,98.37,0.008
148,523.0,1.983,1.63,98.37,0.008
149,523.0,2.014,1.63,98.37,0.008
150,523.0,2.052,1.63,98.37,0.008
151,523.0,2.388,1.63,98.37,0.008
152,523.0,2.017,1.63,98.37,0.008
153,523.0,2.32,1.63,98.37,0.008
154,523.0,2.025,1.63,98.37,0.008
155,523.0,2.054,1.63,98.37,0.008
156,523.0,1.99,1.63,98.37,0.008
157,523.0,2.058,1.63,98.37,0.008
158,523.0,2.235,1.63,98.37,0.008
159,523.0,2.101,1.63,98.37,0.008
160,523.0,2.009,1.43,98.57,0.007
161,523.0,2.047,1.43,98.57,0.007
162,523.0,2.056,1.43,98.57,0.007
163,523.0,2.572,1.43,98.57,0.007
164,523.0,1.975,1.43,98.57,0.007
165,523.0,2.094,1.43,98.57,0.007
166,523.0,2.504,1.43,98.57,0.007
167,523.0,2.253,1.43,98.57,0.007
168,523.0,2.378,1.43,98.57,0.007
169,523.0,2.312,1.43,98.57,0.007
170,523.0,2.085,1.43,98.57,0.007
171,523.0,2.085,1.43,98.57,0.007
172,523.0,2.259,1.43,98.57,0.007
173,523.0,1.982,1.43,98.57,0.007
174,523.0,2.285,1.43,98.57,0.007
175,523.0,2.064,1.43,98.57,0.007
176,523.0,2.061,1.43,98.57,0.007
177,523.0,2.062,1.43,98.57,0.007
178,523.0,2.429,1.43,98.57,0.007
179,523.0,2.03,1.43,98.57,0.007
180,523.0,2.09,1.43,98.57,0.007
181,523.0,2.386,1.43,98.57,0.007
182,523.0,2.004,1.43,98.57,0.007
183,523.0,2.124,1.43,98.57,0.007
184,523.0,2.044,1.43,98.57,0.007
185,523.0,1.988,1.43,98.57,0.007
186,523.0,2.46,1.43,98.57,0.007
187,523.0,2.051,1.43,98.57,0.007
188,523.0,2.293,1.43,98.57,0.007
189,523.0,1.928,1.43,98.57,0.007
190,523.0,2.309,1.22,98.78,0.006
191,523.0,2.099,1.22,98.78,0.006
192,523.0,2.341,1.43,98.57,0.007
193,523.0,2.064,1.43,98.57,0.007
194,523.0,2.254,1.43,98.57,0.007
195,523.0,2.357,1.43,98.57,0.007
196,523.0,2.744,1.43,98.57,0.007
197,523.0,2.078,1.43,98.57,0.007
198,523.0,2.365,1.43,98.57,0.007
199,523.0,2.275,1.43,98.57,0.007
200,523.0,2.133,1.43,98.57,0.007
201,523.0,2.213,1.43,98.57,0.007
202,523.0,1.943,1.43,98.57,0.007
203,523.0,2.062,1.43,98.57,0.007
204,523.0,1.957,1.43,98.57,0.007
205,523.0,2.223,1.43,98.57,0.007
206,523.0,2.46,1.43,98.57,0.007
207,523.0,2.616,1.63,98.37,0.008
208,523.0,2.556,1.43,98.57,0.007
209,523.0,3.011,1.43,98.57,0.007
210,523.0,2.303,1.43,98.57,0.007
211,523.0,1.969,1.43,98.57,0.007
212,523.0,2.331,1.43,98.57,0.007
213,523.0,1.97,1.43,98.57,0.007
214,523.0,1.982,1.43,98.57,0.007
215,523.0,2.004,1.43,98.57,0.007
216,523.0,1.957,1.43,98.57,0.007
217,523.0,2.018,1.43,98.57,0.007
218,523.0,2.283,1.43,98.57,0.007
219,523.0,1.968,1.43,98.57,0.007
220,523.0,2.614,1.43,98.57,0.007
221,523.0,2.0,1.43,98.57,0.007
222,523.0,1.957,1.43,98.57,0.007
223,523.0,2.261,1.43,98.57,0.007
224,523.0,2.043,1.43,98.57,0.007
225,523.0,2.261,1.43,98.57,0.007
226,523.0,2.092,1.43,98.57,0.007
227,523.0,2.104,1.43,98.57,0.007
228,523.0,2.208,1.43,98.57,0.007
229,523.0,2.029,1.43,98.57,0.007
230,523.0,2.012,1.43,98.57,0.007
231,523.0,2.111,1.43,98.57,0.007
232,523.0,2.049,1.43,98.57,0.007
233,523.0,2.026,1.63,98.37,0.008
234,523.0,2.083,1.63,98.37,0.008
235,523.0,2.008,1.63,98.37,0.008
236,523.0,2.023,1.63,98.37,0.008
237,523.0,2.052,1.63,98.37,0.008
238,523.0,2.092,1.63,98.37,0.008
239,523.0,2.335,1.43,98.57,0.007
240,523.0,2.045,1.43,98.57,0.007
241,523.0,2.066,1.43,98.57,0.007
242,523.0,1.988,1.43,98.57,0.007
243,523.0,2.142,1.43,98.57,0.007
244,523.0,2.021,1.43,98.57,0.007
245,523.0,2.289,1.43,98.57,0.007
246,523.0,2.092,1.43,98.57,0.007
247,523.0,2.219,1.43,98.57,0.007
248,523.0,2.207,1.43,98.57,0.007
249,523.0,2.195,1.43,98.57,0.007
250,523.0,2.481,1.43,98.57,0.007
251,523.0,2.049,1.43,98.57,0.007
252,523.0,2.363,1.43,98.57,0.007
253,523.0,2.415,1.43,98.57,0.007
254,523.0,2.109,1.43,98.57,0.007
255,523.0,2.172,1.43,98.57,0.007
256,523.0,2.073,1.43,98.57,0.007
257,523.0,2.105,1.43,98.57,0.007
258,523.0,2.272,1.43,98.57,0.007
259,523.0,2.092,1.43,98.57,0.007
260,523.0,2.027,1.43,98.57,0.007
261,523.0,1.983,1.43,98.57,0.007
262,523.0,2.194,1.43,98.57,0.007
263,523.0,2.152,1.43,98.57,0.007
264,523.0,2.281,1.63,98.37,0.008
265,523.0,2.305,1.43,98.57,0.007
266,523.0,2.017,1.43,98.57,0.007
267,523.0,2.148,1.43,98.57,0.007
268,523.0,2.279,1.43,98.57,0.007
269,523.0,2.062,1.63,98.37,0.008
270,523.0,2.03,1.63,98.37,0.008
271,523.0,2.332,1.63,98.37,0.008
272,523.0,2.541,1.63,98.37,0.008
273,523.0,2.311,1.43,98.57,0.007
274,523.0,2.002,1.43,98.57,0.007
275,523.0,2.236,1.43,98.57,0.007
276,523.0,2.087,1.43,98.57,0.007
277,523.0,2.307,1.43,98.57,0.007
278,523.0,2.056,1.43,98.57,0.007
279,523.0,2.589,1.43,98.57,0.007
280,523.0,2.648,1.43,98.57,0.007
281,523.0,2.577,1.43,98.57,0.007
282,523.0,2.526,1.43,98.57,0.007
283,523.0,2.553,1.22,98.78,0.006
284,523.0,2.358,1.43,98.57,0.007
285,523.0,2.441,1.63,98.37,0.008
286,523.0,2.208,1.43,98.57,0.007
287,523.0,2.93,1.43,98.57,0.007
288,523.0,2.574,1.43,98.57,0.007
289,523.0,2.342,1.63,98.37,0.008
290,523.0,2.007,1.63,98.37,0.008
291,523.0,2.912,1.63,98.37,0.008
292,523.0,2.548,1.43,98.57,0.007
293,523.0,2.005,1.63,98.37,0.008
294,523.0,2.045,1.43,98.57,0.007
295,523.0,2.415,1.43,98.57,0.007
296,523.0,2.668,1.43,98.57,0.007
297,523.0,2.764,1.43,98.57,0.007
298,523.0,2.737,1.43,98.57,0.007
299,523.0,2.588,1.43,98.57,0.007
300,523.0,2.536,1.43,98.57,0.007
301,523.0,2.479,1.63,98.37,0.008
302,523.0,2.142,1.43,98.57,0.007
303,523.0,2.374,1.63,98.37,0.008
304,523.0,2.578,1.63,98.37,0.008
305,523.0,2.85,1.43,98.57,0.007
306,523.0,2.437,1.43,98.57,0.007
307,523.0,2.422,1.43,98.57,0.007
308,523.0,2.369,1.43,98.57,0.007
309,523.0,2.176,1.43,98.57,0.007
310,523.0,2.609,1.43,98.57,0.007
311,523.0,2.627,1.43,98.57,0.007
312,523.0,2.238,1.43,98.57,0.007
313,523.0,2.076,1.43,98.57,0.007
314,523.0,2.331,1.43,98.57,0.007
315,523.0,1.992,1.43,98.57,0.007
316,523.0,2.59,1.43,98.57,0.007
317,523.0,2.092,1.43,98.57,0.007
318,523.0,2.305,1.43,98.57,0.007
319,523.0,2.237,1.43,98.57,0.007
320,523.0,2.469,1.43,98.57,0.007
321,523.0,2.359,1.43,98.57,0.007
322,523.0,2.18,1.43,98.57,0.007
323,523.0,2.146,1.43,98.57,0.007
324,523.0,2.209,1.43,98.57,0.007
325,523.0,1.982,1.43,98.57,0.007
326,523.0,2.428,1.63,98.37,0.008
327,523.0,2.278,1.43,98.57,0.007
328,523.0,2.829,1.43,98.57,0.007
329,523.0,3.223,1.43,98.57,0.007
